text,x,y
charities like @youtheastside @clubinsider are scrambling after  cancelling big fundraisers due to #covid19seattle  here's how @upayasv went virtual &amp; in 4 days raised more $ than they dreamed! share these tips! @seattlefdn  #komonews  https://t.co/g9ju8wjb6f https://t.co/6ezhpdjwoz,10.141047,2.34614
sanitizer special ...free squirt of sanitizer with the purchase of an awesome donut &amp; great cup of coffee.  #coronavirus #coronavirusupdate #therightcoffee #sanitizer https://t.co/uncqgoaigt,4.63131,4.275449
"why #bitcoin price is ?down?
#covid2019 #scam 
https://t.co/eqx8xhmptl",9.028639,5.251988
"when the #cptsd therapist recommends that you go out among people to isolate yourself less and the government then advises you to stay at home, recommend self-isolation, and you then consider to not even go out shopping anymore and instead do that online too ???? #coronavirus",6.0229273,4.044655
"#canceleverything is #tending due to #covid19 #coronavirus, so it looks like shopping online and reading books is in ?? https://t.co/jyrz5zihsg",6.2088304,3.7185373
"interesting to see so many businesses telling employees to work from home out of caution... what about those of us who cant? 

what would happen if one of my grocery store coworkers contracted #coronavirus ? or if an affected customer comes into the store?",7.400385,2.7781756
"the chemical explanation for why soap &amp; water is such a kick-ass weapon against the #coronavirus. 

soap is almost like a demolition team breaking down a building and taking all the bricks away, says chemistry prof palli thordarson.

https://t.co/743vhq7mwo @b_resnick #covid19",4.666754,4.075596
"any supermarket, petrol station or any place that sells hand sanitizer/toilet paper for more than the expected price are greedy assholes! dont do this, don't be that guy! #covid_19",7.0013347,0.5216574
"lets hope those that have stock bought toilet roll get the shits &amp; get forced to stay indoors with their toilet roll &amp; hardly any food, #coronavirus #cornoravirusuk #corona #toiletpapercrisis #toiletpaperpanic #toiletpaperpanic #banter",6.130418,0.16346344
very smart to stock up on a years supply but you do have to live off canned and perishable food during the plague. #coronavirus #foodsecurity https://t.co/kdvwfgspk4,4.653399,2.693604
"does everyone really need to stock up on toilet paper and paper towel? two weeks of food i can understand, but you don't need a year worth of toilet paper and paper towel. it's not like the world is ending. #coronavirus https://t.co/eeelptfqdh",6.0695944,-0.27256006
"fill up the fridge with enough food, ready medical supplies, water, avoid crowd, be updated with news, dont panic, work from home if feasible, boost immune system by drinking vitamins and always wash hands. stay safe and healthy! #covid2019 #metromanilacovid",5.8242645,3.6076415
"""officials are saying to stock up on 3 extra days worth of food in prep for the #coronavirus outbreak; i saw a woman panick over this because she said that she didn't know what 3 extra days of food looked like.""-speech from anti-hunger policy conference.
https://t.co/r8ernbiv3p",5.9514275,2.6238334
#us consumer prices unexpectedly rose in february but are likely to decline in the months ahead as the #coronavirus outbreak depresses demand for some goods and services. #covid19 https://t.co/jf4numyx16,7.783779,4.4705467
ever notice it's the people who could afford to skip a few meals who are stampeding the grocery store to stock up on food? #coronavirus,5.6658382,2.2615778
"news of panic buying food from supermarkets is in the headlines this week, as the fear of #coronavirus grows. as we stock up our freezers, we look at gas monitoring in frozen and dried food storage.

discover how we play a role in keeping your food fresh: https://t.co/n4nrnv2ap3 https://t.co/wpli5p6bf7",6.0777683,2.3315492
"having the extra income to stock up on non-perishables and meds, etc, is a privilege. if you can afford it, please also donate supplies to food banks, and fight for a system that doesn't leave people struggling and hungry in a pandemic. #coronavirus #covid19",6.096045,3.3562396
"going out on a food raid. chos. when ur household panic, must check supplies. #biglangdamingkailangan #covid2019",8.938542,1.5998342
"#4. cpg and retail
major retailers in china like starbucks, uniqlo, nike and #apple had temporarily shuttered their store
sellers on amazon's marketplace are reportedly struggling to bring goods into the country
#coronavirus infects luxury spending at #louisvuitton, ralph lauren",7.0917935,4.6320324
to all the people in the uk who are stock piling bog roll. im pissed and its ur fault. im running out and had to spend £11 on a pack when i normally pay £2 ! if u end up quarantined u will be at home w no food surrounded by bog roll! #coronavirus #covid19 #coronavirusoutbreak,6.3024435,2.6803083
"well, its time to stock up on cat food. #coronavirus #quarantine #pandemic https://t.co/uhfmqpzwat",4.590315,2.7641695
"@forexlifecom 

oil prices head higher on u.s. cut hopes - 11 march 2020

https://t.co/f1nnnx2t3h

#forex #forexsignals #forextrading #forextrader #????? #corona #covid_19 #coronavirus https://t.co/hsfqdsyhxz",8.294821,5.7059293
"i'm getting lots of retail-related #coronavirus questions at the moment, but one i don't really know the answer to (from @servicedock) is:

""how should store staff react if someone is coughing and sneezing in the checkout queue?""

any thoughts, instore friends? ? https://t.co/tlxtboyxt4",6.3301244,3.6650422
discover how the #coronavirus is affecting the #retail industry via @store_brands https://t.co/vfrcauhndd https://t.co/yfc2b0tz04,6.4963274,4.8034635
"italy is now in full #canceleverything mode.
everything is closed except the pharmacy, supermarket and post office.
#covid19 #covid_19 #coronavirus #coronavirusitalla",9.380531,0.7215243
"@cbcterry canadas response has been exemplary when it comes to containing the spread of the disease, says dr. bruce aylward, leader of who's mission to china on covid-19. you're right. it's our turn. social distancing/clean hands our jobs. stock the",8.112999,3.9936996
are the unelected @bankofengland using #coronavirus to keep theur asset prices up and steal from us?,6.150598,5.0641513
"look: panic buying at a supermarket in makati, manila as the #philippines announces 16 more cases of #covid2019 one shop worker told me queues are twice as long as normal. hand sanitiser and cleaning alcohol is in short supply. #coronavirusupdate https://t.co/qei40h4chz",7.0231795,1.5717525
so we have a new housemmate moving into our place tomorrow and i get this text from one of my current housemates... and i just............. like you work in a retail store tho??? you can easily bring home covid-19 too?????? https://t.co/nhmxepxfzh,8.81065,3.3397486
"remember that a good diet is key to health! come stock up on fresh food including high vitamin-c citrus at our markets. 
#coronavirus",4.6133265,2.6761045
i demand all food servers to wear gloves when preparing food. #covid19 #coronavirus #coronavirususa #wednesdaythoughts,4.878844,2.9501297
"since the #coronavirus is now a  #pandemic, i will be online shopping for most of my stuff &amp; limiting how much i go outside. 

all items purchased from us will be in its original packaging &amp; handled w/ gloves.

be safe, be blessed ???",6.131022,4.388308
"#coronavirus shifts online shopping habits. #ecommerce 

https://t.co/eelvhjauqd https://t.co/wffkfdcpmq",6.472956,4.688483
"home shopping could double if #coronavirus takes hold in the uk, as consumers switch from buying food and household items in stores to online.  https://t.co/t5tesx87vu  

is your #business ready to meet this demand? 

via @postaltechnews https://t.co/o45h0jdi8e",6.4419317,4.317264
"citigroup ceo michael corbat:

this is not a financial crisis. the banks and the financial system are in sound shape and we are here to help.

live updates: https://t.co/ry0cog7ptr https://t.co/wajy11huiy",9.635027,2.9821994
"everyone else during covid-19: i need to stock up on food and water in case im quarantined

me during covid-19: theyre going to make me work from home and i need to make sure we have no food in the house for me to mindlessly eat 
#dietproblems",9.963522,3.5367424
"if retail store and restaurant bathrooms taught me anything, the only people that need to wash their hands are the employees that work there ?. #coronavirus #washyourhands",7.278285,2.8313568
guys please stock up while you can. i can confirm that grocery stores are starting to run out of non perishable food and cleaning supplies. practice safe measures and also make sure to be polite to retail workers because this is a stressful time for them. #coronavirus,7.100772,2.4381323
"2/ a market crash was coming
even before #coronavirus :
- when prices
for these securities
fall 10% or 20% ,
the lender has the right
to demand additional cash ;
the only way to get that cash
is to sell them ;
and in that way,
selling begets more selling. 
https://t.co/ya2ldfinh6 https://t.co/w2snohudxi",7.4163394,5.24335
